text,rating,sentiment
good rage,5,Positif
way many micro transactions,1,Negatif
much pay win make less pay win patience wait several days go arena people play lvls higher card go ahead dont wan na spend lifetimes worth money time would recommend game,2,Negatif
game cool stock many players paw win make matchmaking people pay win dont let people,3,Netral
almost impossible free player compete,1,Negatif
merge tactics game mode great addition pure game luck total bs,1,Negatif
one best game ever make really despise tap bunch time open chest doesnt create reward system think suppose create please make option remove,3,Netral
love tihs,5,Positif
betrayal,1,Negatif
este es el mejor juego que jugue en toda mi vida,5,Positif
ruin ahh game,4,Positif
gane gaje ptw anjg,1,Negatif
im skilled game bro greedy cell make game pay winpay play dont buy offer pass dont stand chance,1,Negatif
cool game also heheheha lol,4,Positif
audip dont work cuh,1,Negatif
one best really fun,5,Positif
game bore hard win enermy character better,1,Negatif
nowadays become one worst game worst modes worst game play statistics also think developers make drink soo ridiculous merge tactics particularly one game keep meging give random troop already star troop suddenly become star troop game start able fix please dont give update like,1,Negatif
,5,Positif
please please please please come back draw take tiebreaker pleeasaassseeeeee,5,Positif
goblins,5,Positif
every time network issuei restrict hr cool v frustrate uninstalledafter happen time due network issue,1,Negatif
great game,5,Positif
game fun,5,Positif
lawan tidak seimbang,1,Negatif
nerf miner,4,Positif
good supercell decide jews,1,Negatif
op,1,Negatif
jogo não é ruim mais hoje em dia vence que tem mais dinheiro não quem é melhor,2,Negatif
hog rideeerrr,5,Positif
pay play pay win,1,Negatif
ptw also really good game,5,Positif
much fun,5,Positif
hog rider log bait boost better,1,Negatif
goat game,5,Positif
really like game,5,Positif
game suck people spend money game best things go beginner friendly,1,Negatif
great game really play,5,Positif
supercell lose year player algorithms use identify opponents whose card combinations prevent win pay win real game longer fun addictive insomniacausing seek legal action,1,Negatif
game change life greatest way amount effert put card extremely emense play log bait hog even skill cycle experence make next game passoinet indignet stressfull sometimes tuff see three crown sign go away imiddately,5,Positif
great game wish could choose target attack,4,Positif
game suck,1,Negatif
nice use litlebit screen take forever load pc,4,Positif
match make bad go max level player pancakes,3,Netral
отличная игра особенно когда сервера не лагают и ты не сливаешь кв дуэль по причине двух отчимов разрабов,1,Negatif
pay win players smh,2,Negatif
dh gree eghjredg,5,Positif
keep devs events come game returnee new account,5,Positif
love easy everything balance thank much supercell please hzve royal ghost evo spend money game lose everything sad guess,5,Positif
нормально игра прикольная,4,Positif
fun game first see skill need luck pretty small thing get early game start mid ladder become frustrate asf fp like youll face lot level ops place pekka get beat mini pekka king tower always higher mine many players gold name tag wont good time dont spend money thats type sh dont wan na play tspmo,2,Negatif
eeldk,5,Positif
worst rat match make system pay win game game focus money nothing else,1,Negatif
great time killer great time consumer pw price cheap personally buy starter pack great,5,Positif
,1,Negatif
really fun game also addict u get better stuff,4,Positif
trash addict,2,Negatif
good game,5,Positif
game drama,5,Positif
really fun game really remove pw way im arena look lvl boss bandit dont recommend ur will spend money,3,Netral
doesnt let cancel accidentally press play even tho cancel button,1,Negatif
game cool,5,Positif
game really fun randomly start begin,2,Negatif
peak game addict,5,Positif
game buns someone better card lose,1,Negatif
génial,5,Positif
good,2,Negatif
everyone run hogg rider love game,1,Negatif
game pay win untill maxed friends play cause like struggle win,1,Negatif
great game,5,Positif
make graphic better pls,4,Positif
use fun enough game decent progression point real way progress pay,2,Negatif
keep crash windows start update ago,1,Negatif
nah,5,Positif
game mean weak,5,Positif
heel erg leuk spel maar goverdomme nerf mega knight,5,Positif
fun game sturggle game dont use strategery use beat game game brain strategery game good luck beat game everybody cause guy go need beautiful luck give yea fun beat game gon na end one day verse guy play gme years higest year years thats cant go past fun fun brain startgery,5,Positif
get place cool abandon match teammates leave four time row right start lmao worst design ever,1,Negatif
unique game,5,Positif
peak,5,Positif
infuriate additive good game thing draw wrong first build go last build stand,5,Positif
nice,5,Positif
rllyy fuunn,5,Positif
nice game love,5,Positif
richtig schlecht,1,Negatif
pay win simple simple,1,Negatif
best game,5,Positif
dont play game unless youre will spend thousands chance play,1,Negatif
great game try also log clash clans use supercell id log clash royal every time try log say put email send code verify redirect code put say incorrect code dont know great game,5,Positif
oct rdish want play crash every time launch cant seenw whats new battle anything see people play cant android please fix,2,Negatif
nerf prince mk boss bandit,1,Negatif
pw good game concept play since release bad fp players,3,Netral
cant use google play account log,3,Netral
rock roll music game base king queen dumb af bro,1,Negatif
sick little game well worth gooo,4,Positif
yummy game,5,Positif
bad,5,Positif
sooooooooooooooooooooooo fun,5,Positif
give pass royale star,1,Negatif
aid,1,Negatif
trophies legendary arena cr show magic,1,Negatif
never care community opinion card cycle wasnt problem boss bandit never gon na like mirror champion,4,Positif
super good game devommr,4,Positif
install lose sanity youll get addict great game cant stop play,5,Positif
great fun,5,Positif
pretty good,4,Positif
hate stupid game,1,Negatif
absolutely worst game ever play dont play unless afford give kidney one level card,1,Negatif
way pay win money hungry corporation nothing ever free loyal player base,1,Negatif
kind amaze history,5,Positif
perfect app love,5,Positif
love megaknights,5,Positif
pay win game,1,Negatif
ai incredible stupid unfair rank,1,Negatif
best mobile game ive ever play one thing ask make skeleton army evo better pass royale aable buy money also game currency buy rn ngl kinda pay win pls listen mine pecka evo get lvl mini peka every cycle evo version cost elexer every second take second spawn pancake minion damage per minion pls also pls make pecka hit rate quicker bring back old events,5,Positif
play clash royale years dont legendary card want one please,5,Positif
get log automatically,1,Negatif
coll,5,Positif
warn u lose gf play,5,Positif
game money skill everyone spam emote,2,Negatif
good game much grind also pw edit change phone cant get account spend age back,1,Negatif
really worse level system pw lol,1,Negatif
ive longtime fan game im sure want play anymore everything start add elite card since every update make game pw evolutions reduce free play progress make pass royale exclusive evolutions intentionally way overpower launch also op card lock behind paywall pathetic clearly talented people ones make decisions seem care short term financial gain,2,Negatif
mummy go,5,Positif
save time dont play,2,Negatif
understand,5,Positif
game super fun friend tell get game,5,Positif
take much ram pc game poorly optmised performenee polish,3,Netral
thousand yard stare,5,Positif
honestly feel like im play im addict game fun anymore game amaze begin time feel like get worse majority time im play feel like three deck couple card variate time time make impossible grow pace players pay matchmaking situational become completely defensive game make much less fun use,1,Negatif
developers earn hundreds millions dollars block users russian federation although say say aggressor country support,1,Negatif
fix game win streak start oosing internet internet fine load tiktok apps properly load clash load perfectly start match win suddenly vant place anything fix game supercell,3,Netral
game amaze one problem mega knight power every body use please nerf mega knight,4,Positif
dont play dang game abuse micro transaction point dont pay able even play game,1,Negatif
shittiest non fp friendly game ever dont money dont play game unplayable without drop dollars game,1,Negatif
play game since ive send good bad point game lose original simplistic charm turn cash grab sad see fall way,3,Netral
amaze,5,Positif
lose lose one tower hate game,1,Negatif
worst update time,1,Negatif
good make life whole supercell please let dragon spa beg,5,Positif
pw game card boost potion doesnt serve purpose straight win come straight losses design thats bad algorithm work take break doesnt work matchmaking still suck triple draft triple elixir battle deploy card take time destine defeat latest update worst update ever fp pw toxic game environment kid even adults okay ill give star,1,Negatif
good,5,Positif
lot micro transactions,1,Negatif
stupid game give trophies game k play want cry,1,Negatif
new update worst dont play dont want get depress frustrate,1,Negatif
bring back season shop,1,Negatif
put brawl star pc,5,Positif
bummy game pw money hungry game keep get match lvl kings im several level like tf suppose,1,Negatif
best game ever play,5,Positif
pay win impossible progress trophies,1,Negatif
give star game good think evolutions kinda ruin every evo evo ruin experience,4,Positif
developers greed one beyond anyone would think possible challenge make free try counter people second third lose make pay gems youre gon na win per gems sicken youll get choose bat minions enemy get pick hog ice spirit rig milk every little dollar sicken,1,Negatif
worth time mid ladder impossible anyone job,1,Negatif
shut game aint go optimise im play game wifi speed mbps game get error match network connection whereas play bgmi network zero fluctuations aint understand effect close trophies optimise game go trophies,2,Negatif
like ballz,1,Negatif
nic p,5,Positif
many hackers,1,Negatif
nice high quality,5,Positif
מחשק טוב כיפי מעביר ואת הזמן,5,Positif
best game,4,Positif
good game trust,2,Negatif
get game like months ago great game person never spend cent game anyone complain game pay win thats excuse good stop dog game give one star truely exceptional trophys k trophys btw,5,Positif
girlfriend leave,5,Positif
fun,5,Positif
stupid impossible certain level pointless download get point make think well make impossible win,1,Negatif
fun game cheat outrageous cant even report need add,2,Negatif
nerf prince,3,Netral
didnt give good random deck lose,1,Negatif
game good sometimes even though internet excellent condition game start lag everything work except game fix really mad glitch,1,Negatif
pay win find enemy deck cant beat cant beat two upgrade card cant get combo vastly superior anything field unless pay win,2,Negatif
good game laggy,4,Positif
game suck whole thing pay win play like game strait people buy bunch card frustrate,1,Negatif
great strategic game although dont know wifi everything else cell work smoothly clash royal always half stick especially middle battle,5,Positif
pretty sigma tbh,5,Positif
evo wizaaaarrrrd,5,Positif
quite addictive,5,Positif
amaze,5,Positif
good nice,5,Positif
worst game ever dont know nerf every evo release overrate pay win worst dont recommend game,1,Negatif
amaze game really addict,5,Positif
remind add,5,Positif
clash royale game nice game,5,Positif
epic,5,Positif
depend servers internet speed dont ever purchase items pointless,1,Negatif
fun game remove level difference opponent pw ash unbalance card pay win hell either win level lose opponent level,2,Negatif
grapics buns pc,1,Negatif
fun hate pay win players,4,Positif
alright verryryryryyr pw,4,Positif
play game years game even open reason try everything still respond,4,Positif
amaze matchmaking always give opponents perfectly counter deck outlevel miles totally fair enjoy lose,3,Netral
supper good,5,Positif
love best game ever play,5,Positif
would star music play isnt great,4,Positif
worse game ever recommend play dont big enough bank account,1,Negatif
game buns,1,Negatif
big black sweaty men make x better,5,Positif
pay win nowadays even pay win,1,Negatif
w game best game ive ever play,5,Positif
little pay win nowadays aye grow,4,Positif
cant play computer,1,Negatif
hate game cant stop,5,Positif
classic,5,Positif
challenge yet fun game,5,Positif
love hate lose get higher arenas would give pretty good rat,4,Positif
great game fun,5,Positif
every game play either go megaknight egolem golem ebarbs pekka isnt bad thats consider always level single level deck game suck cant go someone dignity self respect hate always go someone like deep know one love break heart know someone deal absolute loser,1,Negatif
much discrimination th level stupid game,1,Negatif
game fun play,5,Positif
get k trash,5,Positif
let play clash royale,5,Positif
many pay win players plan spend money game dont play dont know way come back,1,Negatif
clash best game ever play,5,Positif
nerf miner,5,Positif
good gaje,5,Positif
best game ive ever touch,5,Positif
easy enemys,5,Positif
nerf prince,5,Positif
game amaze,5,Positif
get best game app store,5,Positif
good af,5,Positif
get pws lobby bruh actually impossible climb ladder people level lvl evo pekka evo scarmy supercell make pw lobby fp lobby dont get unfair ahh matchup please supercell gim smth isnt inferno dragonwildcard chests,1,Negatif
game goated play,5,Positif
u wan na torture play game lol use ok simply pay win u absolutely pay order get evolutions plz dont waste time corporate trashy game,1,Negatif
make mad,5,Positif
fun im mk player btw,5,Positif
great game peaceful dont play play make want rage hard,4,Positif
good game,1,Negatif
good game nerf miner,5,Positif
doubt clash,5,Positif
bad like even spend tiny amount money already get huge boost power compare fp players like come across player deck consist level card electro valley high level card even though seem like level gap remember say deck consist level one card level love game unenjoyable come face face player spend money level get better card,1,Negatif
keep tell connection get stable wifi connection,1,Negatif
clash royale fair,1,Negatif
go game cant even place stuff watch king tower get destroy,1,Negatif
delete game,1,Negatif
didnt get people like first instal well saw rat,5,Positif
best game,4,Positif
fun tbh,5,Positif
awesome game ur sit toilet,5,Positif
change life,5,Positif
take away years life,1,Negatif
great much fun,5,Positif
amaze game im addict much fun,5,Positif
give kent ask write gay give three star think,3,Netral
cool,5,Positif
good gust good game,5,Positif
skill beat pw love,5,Positif
feet feet feet,5,Positif
lowk pw,5,Positif
grrrrreat,5,Positif
hate much,5,Positif
annoy full pay win people make fun,4,Positif
v matchmaking suck play years oppents game since dinosaurs wipe fix supercell,1,Negatif
like delay always lose break king tower,1,Negatif
good hate,5,Positif
super fun guy try people,5,Positif
friends tell play game fun,5,Positif
sneednum,5,Positif
gas gas,5,Positif
goog game idk,5,Positif
play goonin,5,Positif
fun im leaderboards addict tho dont get catch,5,Positif
love megaknight dart goblins,5,Positif
awesome gamelan hog rider,5,Positif
soooooo good game,5,Positif
good guest,5,Positif
delete megaknight,1,Negatif
every time get close win cheater come put,1,Negatif
bad community make smash phone due toxic behaviour havent least fun,1,Negatif
overall w game,5,Positif
cant friend people,1,Negatif
greates game ever play,5,Positif
hate believe put pro karen,1,Negatif
please help accidentally buy epic pekka card shop gems need back level pekka please need back,5,Positif
fun game give anger issue okay well deserve star,5,Positif
yes everyone great game gim vo megakinght,5,Positif
game tuff really recommend play youll get hook first hour trust,5,Positif
best app oat addiction real,5,Positif
game fun glitches instantly lose keep play,3,Netral
good game thats gota say,5,Positif
ughhh,5,Positif
thats clash,5,Positif
cool game megaknighhttttt,5,Positif
one best game,5,Positif
love addict,5,Positif
get rid fp way get evos great job,1,Negatif
love game love game,5,Positif
even play without pw player play pls separate pw player fp player keep get attack pw player level megaknight plus evo,1,Negatif
fun im already arena,5,Positif
look like phone computer,3,Netral
trash game absolutely trash full toxic players worst level u find arena,1,Negatif
fast fun little simple side like sort thing,4,Positif
best gay game ever,5,Positif
nerfed pay play,1,Negatif
nice even though im noob,5,Positif
good tower staigy game,5,Positif
play years great addictive game however please remove tap chest time open annoy able tap open worst update,4,Positif
fun game far ragebait genuinely enjoy game,5,Positif
bring back seasonal shop,3,Netral
addict game fun easy wish card easier get insanely fun always play,5,Positif
game best,5,Positif
worst player support,1,Negatif
awfull,1,Negatif
game fun time unfair win like maybe row lose like row get dominate losses thats unfair need fix,3,Netral
el juego gustó mucho lo jugaba siempre pero hoy cuando entré avia desaparecido la cuenta aparecía aparecía nomas para crearme una nueva cuentame aparecía el tutorial ahora se como recuperar la,1,Negatif
unplayable unless spend fortune,1,Negatif
sell firstborn pass royale yet receive pass royale,5,Positif
good asf,5,Positif
heavy pay win,1,Negatif
balright,5,Positif
cant get pass arena pay dollars pass get better units way difficult,1,Negatif
game change worse years,2,Negatif
somtime app crash honor xc,3,Netral
mă pis el de david moroseanu,1,Negatif
love clash royale,5,Positif
best gaje ever,5,Positif
gameplay speak horribly put together,1,Negatif
game fun guess hog riderrr,5,Positif
free play og take break revisit seem game want suck every last penny bank account clash fun game get way pay win want unlock evo free play way need play months want cook arena pay make free play experience better,1,Negatif
thats clash,5,Positif
love game hope game get much popular love game give,5,Positif
pay win piece trash,1,Negatif
good strategy game play,5,Positif
like video sleep bath erevery one body play game sleep toielt love skibidi toielt alot also like six seven mason dont need play dont cry play hours monring,5,Positif
almost every show connection lose win come back perfectly damage do match make rig,1,Negatif
best stragety game ther much fun besides crashout lose,4,Positif
make game good game trash talk,1,Negatif
hope get arena give good review,5,Positif
really fun even tho im new,5,Positif
yippee,5,Positif
game frock pw cant progress win match lvl like mega night lvl inf elixir bad game like pw fp hat cuz game gold diggers pw pw pw pw pw pw pw pw pw pw pw pw pw pw pw pw pw pw sonnbalanced also new evos,1,Negatif
fak,5,Positif
unless want tower get shred someone love af dont play terrible game,1,Negatif
unfair matchmaking ever buy two things suddenly go people five years belt btw im arena,1,Negatif
game suck force pay money win else play people counter whole deck player base toxic game overall fit rich,1,Negatif
devs family probably eat fecal matter grow many bot comment didnt event play game long deck counter im free play player devs family hang selves,1,Negatif
clash royalleeee every day im playin clash royaleee,5,Positif
fart,5,Positif
jynxi tell game w fun,5,Positif
game awesome scammed outta buck,5,Positif
mean game pretty good always pretty fun enjoyable recently become way pw,4,Positif
strategic simple game definitely recommend,4,Positif
great game pass time,4,Positif
game make crash way much quit,1,Negatif
teach strategy help learn adapt game real world situations,5,Positif
game reaslly make happy whe n paly think everyone also feel hapiness play game clast roayle must download,5,Positif
horrible give game loss instantly,1,Negatif
nr love game,5,Positif
ballllllllrighttt,5,Positif
way progress past trophies game doesnt let gain trophies lose trophies gain,1,Negatif
ha best game ever golden knite hogrider,5,Positif
please change background music latest update super annoy love play audio recent update painful ears,1,Negatif
final update short break absolutely impossible unless spend even compete unless spend little spend mint barely match up dont waste time money worth anymore,1,Negatif
popular pay win game dont spend money game take hours hours progress anywhere resources get fp chance time garbage dont download game unless want get addict failure success take nowhere life,1,Negatif
sigma sigma sigma sigma sitgmqasigm aisam gisam gaim game,5,Positif
devs saw game balance freetoplay players decide yea let add evo card unless u wan na complete battlepass total season singular evo card go back clash clans theyre treat us like royalty free stuff boost give u,1,Negatif
bull,1,Negatif
constant balance issue spoil game last one kill,5,Positif
mini pekka goat,5,Positif
estão sabotando os jogadores mudaram os baús dizendo que iriam melhorar os drop de recompensas mas tudo piorou até agora todos os baús que ganhei de ou estrelas vieram ouro supercell está tentando forçar os jogadores comprar pass ou comprar cartas na loja não dá mais pra avançar jogo sem gastar que adianta ter tanto ouro e não ter cartas para upar jogo tá cavando própria cova vendo até onde conseguem cobrar por pouca coisa,1,Negatif
game make lose mind go level megaknight every single game fun love game reason im schizophrenic,5,Positif
game require skill pay win bore game ever touch market,1,Negatif
im drag deep fp kill,3,Netral
fart,5,Positif
love game remember thats clash,5,Positif
gain trophies lose gracias supercell good math,1,Negatif
thix theven,5,Positif
decent graphics,3,Netral
buff mega knight,1,Negatif
clash garmin,4,Positif
useless game even fair always evolution card user max level card hero even defeat dont buy royal pass u would able max ever ever also always give tough enemy,1,Negatif
sad game turn ive play long really enjoy enjoyable,1,Negatif
get hacker spawn mil skeletons report systems nothing happen keep get game,1,Negatif
love ittt,5,Positif
dont play u dont pw cos u wont get arena past arena,3,Netral
thing skill base matchmaking game unfair level card enemies almost always level card make impossible win verse someone whose deck higher level like card defeat place though normally would nothing always put exact counter deck way damage tower,1,Negatif
someone send link website cp play game like actually dont people game disturb,1,Negatif
lose match,1,Negatif
amaze game would definitely recommend,5,Positif
wonderful gameplay fun amount change want play much due health change high mana creatures increase health low mana creatures plus clan war search sometimes face lower level opponents much care makers change towards star low mana creatures shouldnt able defeat high mana creatures within less second start get frustrate edit deck nonstop update,2,Negatif
im clash right,5,Positif
skill base matchmaking supercell glad know team bunch brainless morons work day night ruin game best ruin game know long personally hate game bottom heart unfair really islevel card face level card skill base huh fix goddamn game might even get better review,1,Negatif
play crappiest people game pay win play,1,Negatif
totally pay win arena see champion feed cant anything,1,Negatif
game work good google play gamespc crash im play merge tactics,4,Positif
good fun game,5,Positif
good game,5,Positif
creator must pay lot pay win cancer game,1,Negatif
amaze game like strategy fun together,5,Positif
ridoy,5,Positif
berserker nike pro max,5,Positif
crack archer queen,5,Positif
game buns,1,Negatif
stress buster well dont stress otherwise,5,Positif
game absolute putrid garbage download ive game years high rank max trophies let say game turn disgust pay win skill trash ive see long time win isnt satisfy loose isnt skill issue devs ashamed community brain wash gotcha micro transactions make majority abysmal insult game,1,Negatif
im free play everyone face way higher level troop theres nothing also sometimes start match game freeze exit reopen game course loose,1,Negatif
pay play,1,Negatif
revolve around money spend money win dont lose dad abuse child dont care matchmaking make well,2,Negatif
great game nostalgic fun also addict,5,Positif
good game mobile undoubt,5,Positif
update dud,1,Negatif
guy ruin game,5,Positif
play game years love,5,Positif
mini pekka,5,Positif
addict game fun tooo,5,Positif
yleoba,5,Positif
best worst like,5,Positif
game best world phone play years,5,Positif
play musketeers pocket free win,5,Positif
best game ive play,5,Positif
nothing bots since last couple update definitely make blood boil bs seem go game game use lot fun,1,Negatif
champion need nerfed meganight evolution wizard,1,Negatif
best game whole wide world,5,Positif
great game need fairer trophy losses clash royale one favorite game ever gameplay card strategies super fun lose trophies every time lose match harsh especially lag level mismatch would way better lose take trophies scale base close match,4,Positif
worst game ever,5,Positif
best mobile game time,5,Positif
sigma make smart,5,Positif
like supercell game good matchmaking suck go someone level tower level fix ur game supercell brawl star also pair u people ten time better u,1,Negatif
play game since march since ive play drop game return several time matter keep come back recently however havent stop play game despite flaw definitely contender best mobile game youre wonder whether try game highly recommend see arena,5,Positif
play,5,Positif
game freakin dope,5,Positif
good game overly pw,1,Negatif
cool,5,Positif
game make male shemale,1,Negatif
good game become paywin,4,Positif
grind arena log account go fix,1,Negatif
game truest form ragebait,5,Positif
clash royale fun,5,Positif
royale christianity,4,Positif
pw af fun,4,Positif
admit spend money game big advantage however choose spend lot time become level ptw players overall love game creative,4,Positif
gamaei kai dernei,5,Positif
tuff scibidi toilet mazna,5,Positif
hate game,1,Negatif
tekky game,5,Positif
connection problem internet fine game suck play k youtube without problem,1,Negatif
good game bad,5,Positif
w game good nice,5,Positif
fun game could give star could,5,Positif
latest update game stop want start sometimes exit game,3,Netral
one thing supercell give pekka arena arena still give pekka whole arena like lose win thats torture method,5,Positif
use love game untill remove seasonal shop u wan na play game better money impossible play fp,1,Negatif
start amaze im area right still injoy game,1,Negatif
بازی خوبی هست,4,Positif
almost go next arena play pay win players make fair play crazy also fast elixir pump way slow feel like opponent infinite elixir barely enough spawn archers please fix,1,Negatif
every time play game get mega knight bridge game cheek remove mega knight,1,Negatif
top igrica,5,Positif
calsh,5,Positif
fix network,2,Negatif
clash peak,5,Positif
extremely unbalance unplayable without buy stuff dont waste time,1,Negatif
break phone lil,5,Positif
greatgame play years still like bright back fp stuff overall good game,4,Positif
pay win trash,1,Negatif
cool,5,Positif
game pay win annoy,1,Negatif
nice game,5,Positif
pay win cant really progress without spend money game,1,Negatif
vow,5,Positif
game fun make happy friends make angry cook destroy friendships free play multilayer excite,5,Positif
gracias clash por ayudarme pasar buenos tiempos,5,Positif
cash royale,5,Positif
game pay win,3,Netral
love idk,5,Positif
paras puhelin pelikoska se niin yksin kertanen ja mega knight,5,Positif
best one,5,Positif
dont play game always place mega knight bridge,1,Negatif
new card every month would revive game,1,Negatif
lot fun play game till acc create new one month ago play get bore terrible matchmaking dont waste ur time,1,Negatif
nice game enjoy nothing wrong like game make u spend money every way possible cool,5,Positif
background music perfect old music best,1,Negatif
give enemy hight level,1,Negatif
let play clash royal,5,Positif
game good cause lose,1,Negatif
cool great,4,Positif
wrong app keep get connectivity issue perfect connection,1,Negatif
pretty good game,4,Positif
buff dash h new yorker think study study dont know study days,2,Negatif
good game download,5,Positif
awliperfekt,5,Positif
good bad pay win,2,Negatif
really good game teach strategize smartly,5,Positif
playable fp without evos u cant win pay win,1,Negatif
hogggggg riderrrrrr,5,Positif
love,5,Positif
finish game,5,Positif
fun lose want throw phone,5,Positif
unfair game tower level enemy,1,Negatif
rage bait,5,Positif
hate,5,Positif
fun game love entertaning somtimes take awhile load fun star,5,Positif
get mks tower,5,Positif
play bug get,1,Negatif
game even fair,1,Negatif
bad update,1,Negatif
supercell game stick,3,Netral
k salvation,5,Positif
amaze game best game ever see,5,Positif
ppl ask love game much fun like supercell make best game tho heavily advise evo credit card play pay win game easy first higher areans even use mega gay boss bandit pekka lvl stuff get hard want quit many time may end anyway warn play evo credit card free play cook,5,Positif
clash royale clash,5,Positif
𝕒𝕞𝕒𝕫𝕚𝕟𝕘 𝕘𝕒𝕞𝕖,5,Positif
good game amaze units gameplay problem really face constantly play imhigher areas mean dont anything compete stop delay progress game could fix issue game perfect,3,Netral
мегарыцарь просто везде он во всех колодах я в шоке,5,Positif
pretty ok like clash get raid every hour,5,Positif
still break pay win garbage worst game somehow manage legendary card champion especially evos extremely break waste time yup still trash,1,Negatif
hate game much,5,Positif
great game supercell need work fairness sometimes reason would go people battle pass card way stronger mine wich honestly fair,3,Netral
interest game,4,Positif
nessa atualização ficou muito claro falta de qi das pessoas que jogam isso apenas deck pertubados e pay win,1,Negatif
wonderful game fill strategy,4,Positif
good game fix tap dagger duchess card kick,4,Positif
one star,1,Negatif
really really fun game,5,Positif
ineed gems,5,Positif
ideia jogo é boa mas pay win é completamente escandaloso supercell é horrível,2,Negatif
pay win,2,Negatif
die game maak soos n tollie meet vorvel voel,5,Positif
verygood,5,Positif
worst game ever,1,Negatif
ir want play unbalance multiplayer game look,1,Negatif
haz man women,5,Positif
epitome bad game,1,Negatif
crash match lose fix ur game,1,Negatif
pay win garbage need spend money go garbage players break evos compete supercell fall hard,1,Negatif
really enjoy game win round start match players directly counter deck win four row suddenly lose nine straight top paytowin mechanics make things frustrate ive lose count many match ive drop opponents higher level evolutions dont,2,Negatif
nothing game anymore empty shell game people stupid enough continue pay damn thing favor dont play game period even play friends game company become worse nintendo reason get away aint skill game play moms credit card,1,Negatif
pure ragebait nerf miner pls buff prince,4,Positif
game bagus matchmaking seimbang aku cinta supercell,5,Positif
think game fun play spare time advice game maybe add something like royal requrute archer back take elixa,5,Positif
best,5,Positif
good game,5,Positif
accept everyone personal data private stupid google,1,Negatif
best expexperience life,5,Positif
delete megaknight im bad megaknight freeze vines pure brain rot delete megaknight,1,Negatif
great fun game play free time,5,Positif
game let warn dont play want fair match up even relax game game majorly rage induce dont pay money go hate game,1,Negatif
latest update mean app crash reach cant even get onto game ive try reinstall didnt work either,1,Negatif
every since update app close reach,2,Negatif
really good game theres stuff game pw like literally sometimes im battle like supercell watch put hard counter mega knight deck please separate fp players pw players game plzzz bring back season shop thank,5,Positif
goblins,5,Positif
good game graphics good variety card also tempt would suggest one game supercell brawl star,5,Positif
annoy every single time come arena level card stick month half,3,Netral
really fun game,5,Positif
boss bandit skill,1,Negatif
take age lunch game,1,Negatif
need pay get certain level impossible get high number card free chest,1,Negatif
still best back ill get use,5,Positif
hate game always put fight higher level,1,Negatif
never realize crazy reach arena dont play game endless phone ipads pcs spare sincerely hog mountain,1,Negatif
evo card,5,Positif
great game tbh first game ever make game great person never play game life already great would love parter promote game,5,Positif
game fun bite players lower arena sometimes level higher idont know guess credit card maxxing weird game favor spender free play player,2,Negatif
edit game best right deserve star,5,Positif
bad,1,Negatif
pretty fun would recommend anyone look fun game,5,Positif
supercell worst game company exist ruin game nerfing card one want win like game place pay win loser probably ugly hate supercell thats game bad except hay day clash royale listen people supercell,1,Negatif
word one man mega knight,5,Positif
great ownsome progress day day opposite brawl star clash clans,5,Positif
game goated,5,Positif
update,1,Negatif
super duper fun favorite game phone,5,Positif
reconnecting feature useless cant even reconnect internet become slow,1,Negatif
game blame internet freeze game win dont internet good internet game screw,1,Negatif
u dont spend money good luck ya,2,Negatif
perfect mix strategy fun,5,Positif
nice good,3,Netral
fun game years since release make collect button really frustrate make star,3,Netral
cant play samsung,3,Netral
peak game love,5,Positif
ts mango,4,Positif
get anger issue bc swear many ptw players cant even move stadium plus want buy things game warn dont play night clash players know mean,1,Negatif
jogo ruim,1,Negatif
trash,1,Negatif
infuriate fun,4,Positif
thats clash,5,Positif
experience difficulties log like app crash everytime load first delete app redownload app finish download go storage find app clear cache data work fine hopefully help find recently ive wonder cant log,1,Negatif
game cook beyond rescue way strong metas way rig matchups way credit card reliant,1,Negatif
would give game star wasnt rig match make get card gon na tell version hard match persons deck exactly set deal deck like play card kind person hold royal flush thats challenge thats rig game even luck skill base id rather see random match make typical business play similar trash,2,Negatif
make berserker breedable,1,Negatif
like game,5,Positif
evo peka strong,1,Negatif
please separate pay win year olds play game people actually play game cuz oh god every single round play time someone buy evolution pass,1,Negatif
nice game pay win,3,Netral
start great game greed take spotlight experience nothing strategy non existent sad allow greed decide factor werent grandson would delete sure still play guess hop experience win seem dream become disappoint,1,Negatif
good game,5,Positif
come back game years still horrible leave cant progress unless pay win game literally game base level card higher level powerful buy way higher level fine game matchmaker mid ladder mid game people spend dollars game every game ive stick spot weeks arena download,1,Negatif
fun joyful,5,Positif
really fun friends,5,Positif
hog rider,4,Positif
lucky box back rat back star,4,Positif
good game grafik low,5,Positif
good game really good gane,5,Positif
big tuff game nerf mega night,5,Positif
game funnnnn,5,Positif
phone since samsung always try open game get stick never opportunity play game,1,Negatif
hog rider love g hog rider love way rid want hog rider ride hog ride hog,5,Positif
goat game,5,Positif
game alive,5,Positif
addict really fun build completive traits would recmoned,5,Positif
im gon na give game star like guy give star lucky drop,5,Positif
w game cant stop play u get black men,5,Positif
loveit,5,Positif
match make unfair im always underlevel opponent match fix cuz im tire already play game always win lose win lose ahh disappoint,1,Negatif
bro ar first like easy literally arena three impossible reach arena four like nah game ar better like brawl star one favorite bye,1,Negatif
pekka,5,Positif
blah blah blah,1,Negatif
fire top ten goon sesh,1,Negatif
