text,rating,polarity_score,polarity
mudah,5,4,positive
ok,5,4,positive
gimana sih verfikasi salah udah mencet gambar yg menghadap keatas,1,-2,negative
aplikasi bagus simple relevan mencari pekerjaan bertele aplikasi jobseeker yg,5,-3,negative
verifikasi login rumit,1,-5,negative
cari kerja sampingan,2,-1,negative
aplikasi ga login aja mesti verifikasi gambar yg ga,1,-4,negative
mantapps,5,0,neutral
aplikasi hape error yasaya buka via web komputer web hape error,2,-11,negative
bagus informasi,5,4,positive
okkk,4,0,neutral
bagus menambah jaringan,5,8,positive
daftarnya ribet,1,-4,negative
,2,0,neutral
rekomendasi bagus utk membangun karir,5,2,positive
very bad app verification of go alone be so hard it doesnt make sense its always wrong fix the picture,1,-7,negative
aplikasi top,5,1,positive
apk nya praktis daftar disuruh verifikasi keamanan berkali hufff,1,3,positive
berpikir out of the box reality,5,0,neutral
gblk apk info loker aplikasi tebak gambar susah verifikasi,1,-9,negative
wahh aplikasi biasaa wajib download,5,-6,negative
susah kerja aj instal ginian uninstal,1,-1,negative
right brother,4,0,neutral
oke bofohin masuk verifikasi apk nya,5,-1,negative
yg tebak gambar otaknya eror,5,-1,negative
bai,5,0,neutral
tolong mengakses linkedin website laptop aplikasi playstorehandphone check internet okey aplikasi diberpaharui dibuka silahkan dicoba kendala jaringan,3,4,positive
ust ikhsan,5,0,neutral
verifikasi doang bisaverifikasi mohon dperjelas dn keamananyatq,1,3,positive
andaikan wajib pengalaman pekerjaan berhubung mahasiswa pintar bintang tq ur apk,2,7,positive
oke bngt,5,2,positive
verifikasinya sulit,1,0,neutral
helpful apk,5,0,neutral
membantu informasi lowongan pkerjaan,4,6,positive
memudahkan salah pilihan membantu mencari pekerjaan,5,8,positive
membantu proses mencari kerja,5,4,positive
bagus bergabung orang orang hebat,5,-2,negative
ϻᴏe,5,0,neutral
ready,5,1,positive
aamiin,5,2,positive
plis bantu pekerjaan,5,6,positive
aplikasi membantu jobseeker,5,0,neutral
as,5,0,neutral
mudah cepat dlm verikasi kode,5,4,positive
bagusssssss,5,0,neutral
aplikasi linkedin membantu berkomunikasi langsung kabar berita apapun,5,1,positive
berguna,5,5,positive
wow ajah,5,0,neutral
daftar susahtolong ganti verifikasinya via no hpsend code otp,1,4,positive
aplikasi su asu asulo dongdot aplikasi turunan nyesel,1,-12,negative
mantul,5,0,neutral
the server really bad,2,-4,negative
semangat pagi optimis pesimis keluarga yte team bintang indonesia membentuk trobosan peningkatan finansial akurat padat terpercaya aman boyadi banyuwangi mengambil trobosan meningkatkan finansial karenakan dampak covit meluluh lantahkan perekonomian rakyat indonesia solusi program modal resiko hasil aman silahkan simak,5,21,positive
mks,5,0,neutral
,4,0,neutral
go a head go success,4,0,neutral
goodmantapss,5,0,neutral
good aplc,5,5,positive
aplikasi memandang orang sebelah mata kaya cantik smart udh dipanggil nya yg profesional belom terkenal blm karya dipandang emanng pilih kasih perusahaan yg terdaftar link kasian org yg lulus nyari kerja tp ga dilirik kecewa sih kecewwaaaa,1,8,positive
aplikasi bug samsung s update tolong dibantu,2,1,positive
bikin kesel deh susah log in nya,1,-8,negative
mudah ketimbang web mendukung bahasa indonesia,5,0,neutral
good opturnity,5,5,positive
hallo team dev verifikasi nya dirubah recaptcha langkah verifikasi dipahami manusia normal hatur nuhun,1,13,positive
crane operator,5,0,neutral
blm,1,0,neutral
terhubung orangorang terhubung peluang aplikasi linkedin memudahkan terhubung orangorang halhal kehidupan profesional bangun kembangkan jaringan profesional baca berita bisnis industri terbaru temukan pekerjaan impian profil linkedin resume profesional capai karier bar,5,18,positive
be the best,5,0,neutral
berguna membatu kalangan usaha,5,8,positive
menghubungkan relasi info job,5,0,neutral
tau,1,-4,negative
maju sukses pln pondok kopi tuk tema teman tanbahan kerja diluar,3,5,positive
very cool,5,2,positive
membantu,2,4,positive
simple,5,3,positive
well do,5,0,neutral
bener neee,2,3,positive
wellhead x mastree,5,0,neutral
agama kerukunan agama mental spiritual,2,-3,negative
semoga segerakan aamiin,5,2,positive
bagus media informasi nya,4,4,positive
easy connect to relation so many network good experiance,5,5,positive
jaringan bagus login susah udh update,1,2,positive
belajar bisnis penggalama,1,6,positive
sy sdh terdaftar blm member sdh terdadtarno id kirimkan,4,1,positive
berpikir positif cool,5,6,positive
bagus sekalk,5,2,positive
mempermudah lowker terbaru,4,1,positive
koneksi bisnis bagus,5,7,positive
,5,0,neutral
mudah mudahan iny membantu sya yg habis phk hiks hiks,5,12,positive
bingung,1,0,neutral
menjalankan bisnis talk fusion enak jual produkkerjanya dirumah dapatnya dolar menit,4,9,positive
aplikasi gak jelasbaru login dikasi keamanan jdi salah salah aplikasi cari kerjaan nebak bikin aplikasi yg bermanfaat lh gblk,1,-20,negative
ragu ragu lo bawa bank mandiri nunggu panggilan takutnya tipu aplikasi,2,-11,negative
there be many job that show on there thank for linkin make this app,5,6,positive
selamat siang development komplain terkait akun nonaktifkan verifikasi identitas mohon dibantu proses pembukaannya tks,4,7,positive
nice info,5,1,positive
berguna banget,5,6,positive
bermanfaatttttt,5,0,neutral
mantap mak yus,4,5,positive
,5,0,neutral
aplikasi hasil kolaborasi facebook jobstreet semoga kedepan fiturfitur mendukung pelaksanaan source proses rekrutmen karyawan,5,-1,negative
aplikasi membantu bidang memperluas jejaring sosial negerithank you linkedin,4,4,positive
paham aplikasi,2,-4,negative
aplikasi cacat verifikasi gambar dah salah dah nyoba pakek hp tetep aja salah perbaiki aja verifikasi gambarnya,1,-19,negative
akun,1,0,neutral
ga aplikasinya pas masuk pake gmail ga verifikasi udah nyoba x nebak gambar salah pas make nomor percobaan langsung masuk pas suruh ngirim kode udah dikirim udah dimasukan kode nya eh kayak gitu mesti ngirim ulang kode nya kasih bintang,2,-9,negative
lancar,4,4,positive
let himo ooloooolol oll,2,0,neutral
i hope make better,5,2,positive
wwconm moktar,5,0,neutral
bagussangat membantu,5,4,positive
rumit,1,-5,negative
tes kemanusiaan nya bikin gw puyeng mo muntah tes manusia gak masuk akal,1,-7,negative
kocak apk ga ngasih kode verif bintang udah cocok,1,2,positive
senang dgn link menambah informasi sahabat,5,14,positive
great app to connect with professional,5,3,positive
down load aplikasi mudah kemudahan,5,0,neutral
wow aplikasi membantu,5,0,neutral
verivikasi ajg gapernah bener blok,1,0,neutral
ribet daftar nyabaru nyari lowongan kerja aja udah persulit ribet nya indonesia,1,-6,negative
memudahkan mencari informasi bisnis pekerjaan,5,8,positive
membantu pencaker,5,4,positive
mencari kerja diaplikasi ilmu tergantung bagaimna mnggunakan mencari relasi,5,6,positive
valuable,5,0,neutral
mantap aplikasi membantu,3,5,positive
kontraktor,5,0,neutral
good,2,5,positive
susah utk login,2,-3,negative
mencari bintang jaminan god luck to me,3,1,positive
waras,5,2,positive
bismillah semoga izin allah perantara aplikasi secepatnya pekerjaan amin,5,6,positive
google job,5,0,neutral
oke mantap jiwa,5,7,positive
mengenal,5,1,positive
good aplication,4,5,positive
dasar aplikasi gila verifikasi nya lucu aja bkin org emosi,1,6,positive
ok baggus,4,4,positive
dahlah uninstal pemeriksaannya susah gue,1,-6,negative
sya kasih bintang panggilan aplikasi trimakasih tipu nya kasih b kalo panggilan skali gagal berhasil menandakan aplikasi real membantu mencari kerja,1,4,positive
blum dapet kerja,3,4,positive
membantu menyajikan pasaran lowongan kerja,4,6,positive
spider domino,1,0,neutral
terimakasih kasihini membantu,5,9,positive
kalo dibuka web ngelink ya link app nyahadeh,1,4,positive
ok,5,4,positive
app berhentimenutup paksa menekan tombol halaman post sticky footer tingkatkan bintang setika teratasi,3,-7,negative
tebakan gambar bikin puyengdah gw manusia robot cari loker,2,2,positive
semoga aplikasi membantu mempelajari pengetahuan digital,5,4,positive
bagus membantu,5,6,positive
semoga cepat kerjaan yg seauai skil sya linkedln,5,5,positive
good to look for job,5,5,positive
membantu,5,4,positive
jalinan kaca indah,5,3,positive
realisasi tk panen tgl div hk div hk div hk div hk total hkrealisasi tk panen tgl div hk div hk div hk div hk total hk,4,-3,negative
suka banget applikasih semoga semoga maju yah,5,4,positive
terang kesulitan masuk karna teka teki kodok kasih bintang aja,1,-5,negative
komonikasi info pekerjaan,4,0,neutral
mantaps,5,0,neutral
ditingkatkan,3,0,neutral
very nice,4,4,positive
sep,5,0,neutral
pressurepro salam kenal,5,3,positive
susah verifikasinyagak,1,-3,negative
,5,0,neutral
susah banget loginya masak login aja nebak katak link loker permaiann katak aneh,1,5,positive
cuman aja yanebak gambar salah,1,-1,negative
blm d cek nih,3,-4,negative
gk download apliksi ni,1,0,neutral
ngapain maen tebak tebakan anj apk cari kerja maen game gw kasih bintang karna jelek,1,7,positive
seluas angkasa,5,0,neutral
lumayan bagus,5,3,positive
mencoba,5,0,neutral
ux of latest version not too impressive on android if you on deep search and open a profile then tap x back you will back to first result its annoy but overall i see some improvement on ui design,3,-3,negative
sekalj info loker linkdin,5,-3,negative
anjrsebenarnya zihgw kn apus apk gitu k pencet uinstal apk,5,-2,negative
okeeee,5,0,neutral
spesis offf,1,0,neutral
verifikasi nebak gambar pas step terakhirnya salah udh dicoba berkali step yg gagal gak rekomendasi aplikasinya kecewa,1,-1,negative
this media add more infornations especially which be correlate with my science and experience background,5,0,neutral
verifikasi nya bikin emosi bgt,1,3,positive
just like and more easy to browse search job update,4,0,neutral
good the best application,5,5,positive
mendukung,5,0,neutral
butuh kerja operator exca,5,-3,negative
update,5,0,neutral
lowongan penipuan banget hati hati guysss,1,5,positive
good for your businness,5,5,positive
tolong login pakai gmail nggak udah update uninstal turus coba instal login nggak,2,7,positive
semoga bermanfaat kasih tau membutuhkan,5,3,positive
cari berita lowongan kerja,5,-5,negative
senang,5,5,positive
susah panggilan interview,3,-3,negative
aplikasi nya verifikasi masuk nebak gambar hewan mend dikasih kode captcha deh nebak gambar,1,-4,negative
ok banget aplikasinya,5,5,positive
guru sekolah,5,6,positive
berbagi sedekah menerima,5,5,positive
easy to look for the joband share with each other,5,0,neutral
test,4,0,neutral
,4,0,neutral
bank syariah,5,0,neutral
this app be awesome,5,0,neutral
update,5,0,neutral
bagus,1,2,positive
linkedin bagus,5,2,positive
to markotop aja,5,1,positive
hidup dam penintan ham,5,-1,negative
payaaaaahhhh gue gak login dr,1,0,neutral
mangapa install aplikasi instal,5,-4,negative
mudah ber interaksi penjuru kawan,5,4,positive
semoga bermanfaat janji manis doang,5,11,positive
koneksi informasi bermanfaat,5,9,positive
membantu,4,4,positive
memperbaiki kerusakan mesin,3,0,neutral
terimakasih dicoba ya,5,11,positive
membantu info job pekerjaan terimakasih linkedln,5,9,positive
bisnis karir,5,3,positive
klo blh tau ap sih kegunaan alpikasi menghasilkan uang tunai,3,3,positive
manfaatnya mudah mencari pekerjaan,5,7,positive
aplikasi gk verifikasinya aneh banget najis,1,-3,negative
upload video bug yg proses upload,1,1,positive
oioooloĺ,1,0,neutral
berguna,1,5,positive
bintang,4,0,neutral
pengguna tolong bina ya kawan,5,8,positive
rahayu mudana inengah,5,4,positive
hello im a linkedin user and have a problem when use it my internet connection stable but how could i cant see linkedin homepage even i cant search my friends profile or change my profile hope you fix this i know it be hard cause im developer too,4,1,positive
membantu informasi lapangan pekerjaan,3,12,positive
mantap ne krn info x akurat,5,2,positive
saran penempatan cv tolong usa perbaharui aja outomatis terhapus,1,6,positive
keren bagus,5,2,positive
mbantu dlm informasi,5,2,positive
mandor proyek rumah tinggalsaluran air berpengalaman th bidang proyek rumah tinggal,5,10,positive
bismillah semoga pekerjaan layak,5,10,positive
yg dpt pekerjaan kah,5,3,positive
selau menjankan berdua royalitas obsesi trs,5,2,positive
ceopendiri perusahaan startup,5,3,positive
dih ga login bbrpa akun gw lgsg kena suspend pdhl gw ga kesalahan krna bikin akun blm bbrpa minggu dah males pake linkedin ribet,1,-22,negative
maantap,5,0,neutral
bagus,4,2,positive
bagus bngeett,5,2,positive
sy kasih bintang smoga sy cepat pekerjaan yg sesuai pengalaman kerja sysebagai groun stafporter trimakasih wassalam,5,19,positive
good saran aja verifikasi mode suara mudah gambar,5,16,positive
aplikasi berguna jobseeker recruiter employee bermanfaat menambah wawasan relasi,5,12,positive
meet people,5,0,neutral
goodjob,3,0,neutral
jalan peluang,5,0,neutral
yup,5,0,neutral
pokoke apik sippp,5,0,neutral
kuran tau,1,-4,negative
aplikasi bagus kasi bintang jooooozzzz,5,-5,negative
daftar aja susah banget menyusahkan,1,4,positive
jhosss,5,0,neutral
nice,5,4,positive
mitra logam,5,2,positive
terima kasih,5,4,positive
membantu aplikasi pendukung,5,4,positive
mantab bagis,5,0,neutral
semangat,5,4,positive
fk tinjau lamaran kerja gk udh diklik button tinjau gk sinyal mah emg app rusak,1,0,neutral
erasyus,4,0,neutral
tv na sional,1,0,neutral
update,1,0,neutral
ya linkedin kalo masuk verifikasi nya sulit,1,1,positive
linkedn,5,0,neutral
asenliu,5,0,neutral
ok semoga dapet kerja,5,8,positive
bermanfaat mencari pekerjaan,5,5,positive
membantu mencari hubungan,4,1,positive
f,4,0,neutral
torurism bromo destination,5,0,neutral
wow keren,5,0,neutral
pengguna aktif linkedin alhamdulillah puas,5,11,positive
logistik,5,0,neutral
aplikasinya uninstal lg gara gambar badak hadap k jd susah bgt msuk,1,-5,negative
good apshelping professional to connect,5,5,positive
this be good apk but please fix bug its really annoy after update why i cant open and always try again even i have good signal,3,2,positive
qhse,5,0,neutral
terbantu hadirnya aplikasi mudah mengupgrade membranding perusahaan,5,3,positive
linkedin terkadang dibuka terkadang aneh sih apk yg lancar lancar ditangani kendalanya thank,1,22,positive
membantu pencari kerja,5,6,positive
berbagi pengalaman motivasi yukk kendor semangat nya orang kaya dermawan sukses menaklukkan dunia,5,17,positive
mantap bosque,5,5,positive
membantu mendapatakan kandidat sesuai qualifikasi akun premium biaya langganan akun premium recruiiter,5,15,positive
cari kerjaan,5,-1,negative
thank good,5,9,positive
toolpusher,5,0,neutral
memperluas jaringan bisnis relasi semoga kedepan berlangganan yg berbayar mempermudah menjangkau target luassalam sukses tim linkedln,5,4,positive
memudahkan,5,3,positive
aplikasi mantap,5,1,positive
bagus pisan,5,2,positive
kali daftar tp ituin gambar coba berkali salah trs gajelas,1,1,positive
menghubungkan perusahaan pekerja profesional,4,6,positive
god info,4,-3,negative
potensial individu memperluas network ilmu,5,4,positive
amin,5,3,positive
mekanik n security butuh kerja pengembangan tanaman herbal jahe merah,4,6,positive
mohon bantu,5,5,positive
akun non aktifkan login,1,0,neutral
mejadikan inspiratif peluang nyata,5,4,positive
gooddd,4,0,neutral
dandut,5,0,neutral
aplikasi bajngan bikin verivikasi human aja ribet banget suruh milih gambar hewan ngadep keatas udah dipilih yg ngadep keatas aja salah dicoba puluhan kali salah bikin recaptcha yg bener,1,-10,negative
linkedin,3,0,neutral
oks,5,0,neutral
apk ga foto profil edit logo eh taunya hapus alasan melanggar hak cipta,1,-5,negative
gbs post,5,-2,negative
,5,0,neutral
daftar perusahaan menyakinkaneh tahunya pesan wa panggilan ujungnya yayasan bilangnya yayasan aja duit,3,7,positive
apps bagus,5,2,positive
syukron,5,0,neutral
terimakasih bermamfaat,5,5,positive
habis update error gak buka mohon perbaiki,1,3,positive
bermanfaat,5,5,positive
goood,5,0,neutral
semoga membantu mencari kerja,5,3,positive
bermanfaat,5,5,positive
membantu informasi pekerjaan,5,9,positive
aplikasi linkdeln membantu mengembangkan bisnis makanan online,5,6,positive
aplikasi jelek pas dibuka layar putih aja,1,-9,negative
mantap penuh info akurat,4,2,positive
sistem kerja menarik berani jalin relasi jaringan online google keep improve yourself,4,8,positive
ad,2,0,neutral
exit,5,0,neutral
aplikasi berak kerja udah bayar perbulan gila lu yaa saraff,1,-2,negative
very good,4,5,positive
oke,4,2,positive
ok linkedin,5,4,positive
good aply,4,5,positive
terimakasihbanyak manfaat yg,5,5,positive
meet people around the world with the many type of job the get just good,5,5,positive
ttor,1,0,neutral
ok banget,5,5,positive
helpfully for job seekers,5,0,neutral
ytunnel,5,0,neutral
luas jaringan looker aja sih selebihnya bagus,5,9,positive
bagus,5,2,positive
bagus,4,2,positive
maaf,4,2,positive
manfaat orang hebat dalamnya,5,5,positive
coba dl ya bintang qu,3,6,positive
bermanfaat,5,5,positive
mohon maaf langganan linklendl batalkankarena perusahaan jalan macet mohon maaf terima kasih informasinya sugi,5,21,positive
vangke verifikasi gambar gua g masuk akses link gw verifikasi yg bener,1,1,positive
tolong kembalikan akun linkedin akun akses akun linkedin tolong linkedin tolong diproses akun linkedin dikembalikan normal,3,13,positive
bagus,5,2,positive
linkedin error status,1,-5,negative
applikasih yg bermamfaat trima kasih,5,3,positive
membantu cari relasi,5,4,positive
beneran linkedln asli kah gak masuk takut data disalahgunakan udh kirim ktp,1,2,positive
aplikasi terbaik pencari pekerjaan berbagiinformasi pekerjaan,5,7,positive
bagus,5,2,positive
ee e eee e ee e e rře ddre d e reee ee e e e r er dddeddr dd r rr r de f umah dvrrrr r divre drrr fçqqqqqq qrfr de f qr d qt,4,0,neutral
tebak gambarnya susah ga apk jelek,1,-5,negative
aja kendala daftar akun,5,2,positive
very helpful aplication,5,0,neutral
aplikasinya bagus bug bs gambar orang menganti profile banner profil warna putih restart website mobile jg ttp min mohon perbaikannya terimakasih,4,7,positive
nya ga trlalu rumit,5,-5,negative
pengalaman ungkapan,5,2,positive
membantu pencari lowongan pekerjaan betulbetul sesuai pengumuman lowongan,4,7,positive
maaf kasih bintang aplikasi tgl reset nama mengulang terpaksa uninstall memasangnya gangguan server perbaikan,4,-1,negative
suka aplikasi mohon maaf,3,3,positive
top thank you,5,9,positive
coba kasih bintangsoalnya upadate aplikasi in,4,0,neutral
jajal ya,5,0,neutral
gimana proses verifikasinya gak kiriman kode verifikasi via sms udh berkali nyoba gak kode sms,3,-5,negative
jodsssd,5,0,neutral
wowww keren,4,0,neutral
nice project,5,4,positive
hahahahaha bagus gaes,5,2,positive
lua,5,0,neutral
linkedin bego ga gunaa profil dasboard dah perbarui dg perusahan yg tpi search browser yg muncul masi pekerjaan laman browser,1,1,positive
when dark mode,3,0,neutral
istimewa,5,0,neutral
next,5,-2,negative
tau mempergunakannya,1,-4,negative
thx linkedin,5,0,neutral
boros memori,1,-5,negative
mantap,3,5,positive
semoga jalan rejeki yg berkah allah,5,13,positive
iya oke,4,2,positive
semangkin n cemerlang menyatukan msypendidikan,5,1,positive
aplikasi terima kasih linkedin,5,0,neutral
fery good info,3,2,positive
terimakasi membanti,3,0,neutral
mendaftar terkecoh pilih aja gambar yg normal posisinya jg selesai informasi berguna,1,11,positive
professional network tempatnya,5,0,neutral
mantapsmoga,5,0,neutral
verifikasinya gmna si mempusingkan,1,0,neutral
aplikasi gajelas bikin emosi doang,1,0,neutral
lumayan bagus menyusun cv fitur alhamdulillah pekerjaan wartawan keep the good job guy,5,16,positive
so useful,5,0,neutral
sengaja merubah premium mahal bangetdan batalkan susahhh banget,1,2,positive
semoga bermanfaat,5,5,positive
terbaik malikat bersayap,5,9,positive
aplikasi membantu,4,0,neutral
pusing pala sayaa,1,-4,negative
good for network,5,5,positive
aplikasi mantulll,5,-4,negative
verifikasi nya gimana si ko ribet bgt yapengen masuk dibikin ribetttt,1,-7,negative
hubunganantrapembisnis,5,0,neutral
oke trim goodjob brother,5,2,positive
aplikasi membantu pekerjaan applikasi,5,3,positive
membatu good,5,7,positive
bsik,4,0,neutral
apl bagussssterpercaya loker,2,0,neutral
proses log in sulit lupa password password nonaktifkan akunnya payah linkedln,1,2,positive
,1,0,neutral
infonya fast respon and feedback,5,2,positive
uyeee,4,0,neutral
bismillah ikhtiar semangat,5,11,positive
good apps,5,5,positive
recomended orang kerja perusahaan negeri,5,5,positive
bsgus,4,0,neutral
mudah info loker,5,1,positive
aplikasi bagus upload lainlain susah aplikasi spam,1,-12,negative
siiplah,1,0,neutral
mntapzzz,5,0,neutral
aplikasi mencari kerja koneksi pekerjaan yg bagus mudah efektif,5,11,positive
update gabisa post linkedin mohon perbaiki,1,2,positive
verifikasinya lucu ya gambar kodok dg posisi jawablah tekateki benarbenar manusia aplikasi serasa kuliah filsafatapa manusia manusia ya,1,17,positive
susah bikin akun dipersulit,1,-3,negative
help me to be there please,5,-1,negative
great apps with knowledge share and network for us,5,3,positive
tolong selektif merekomendasikan pekerjaan iklan joble selektif memilih pekerjaan tanggung pribadi jobseekerpemula percaya keaslian loker linkedin pengechekan latar perusahaan tertipu tolong jaga kepercayaan melamar linkedin,2,14,positive
never stop on always that be my write when the knoledgement about it minus little misunderstand have make anything not interest,3,0,neutral
kedepan,4,0,neutral
,2,0,neutral
maaf verikasinya jgn gambar kodok geli liatnya susah milih gambarnya,3,-5,negative
bagus,4,2,positive
gudlah,5,0,neutral
bagus unutuk mencari kerja,5,1,positive
good info,5,2,positive
bagus,5,2,positive
aplikasinya bgus ksuka,5,0,neutral
pembangunan,3,0,neutral
best,4,0,neutral
membuahkan hasil,5,3,positive
informatif,4,0,neutral
good i like that,5,5,positive
bsgus,5,0,neutral
mantab kasih bintang,5,2,positive
positif kerja an sesuai,5,9,positive
memudah sya mencari pekerjaan,4,0,neutral
yuhuu,5,0,neutral
apk ga bermutu nebak gambar ga wkwk payah,1,5,positive
,5,0,neutral
best be the best,5,0,neutral
gak masuk yak udah pake google,1,-3,negative
ksi gntng dlu klo bgus bru nmbh,3,0,neutral
tau,1,-4,negative
kayak nya mantap aplikasi,5,-2,negative
membantu,5,4,positive
good job,5,5,positive
go,2,0,neutral
aplikasi yg menginspirasi,5,-4,negative
apk nie membantu yg mencari pekerjaan nya skrg cari kerja susah,5,0,neutral
kurangin bintangnya puas,1,3,positive
makasih keribetan yg bikin,1,4,positive
verifikasinya gambar kayak gitu gak buang ganti gambargambar mudah,1,3,positive
membatntu mememukan jenjang karir,5,0,neutral
good and smart,5,5,positive
linkedin terbaik,5,5,positive
siip,5,0,neutral
membantu mencari info lowongab pekerjaan terkoneksi global,5,4,positive
dahsyatnya bagus,5,2,positive
ok,3,4,positive
normal,3,1,positive
ok app,5,4,positive
aplikasi bagus bermanfaat,4,3,positive
informasi bermanfaat trimakasih link,5,11,positive
lease land lease margot margonda ttg margonda raya putri amelia bergandeng ardon sekian,5,0,neutral
tolong info data dishare google google hapus payah,5,-6,negative
semoga download app kerja app aamiin,5,4,positive
ok membantu menambah wawasan,4,11,positive
kerenn,4,0,neutral
ponijo mumet,5,-4,negative
aplikasi internal,4,-4,negative
lumayan la,3,1,positive
good apk nya ketemu teman be ok gaes klau bnyak hadiah nya hehehehe,5,14,positive
ya tuhan daftar gimana nih mbakmas pusing tolonglah bikin emosi suruh pilih gambar kodok menghadap uda puluhan kali coba gk masuk akun pake no gagak mulu pake suara uda gagal tolong aplikasi daftar sesusah pusing emosi tekan kodok tadik gagal mulu ok ok relax sabar sabar sabar orang sabar sayang tuhan,1,32,positive
pencarian dibatasi,1,0,neutral
asik keren,5,4,positive
kasih bintang aplikasi asli bagus,5,2,positive
cocok,5,4,positive
þ,4,0,neutral
memuaskan,3,5,positive
portal pekerjaan yg tampilkan yg terbaruu,3,3,positive
komunitas profesi dibidang profesionalitas kerjaan dioptimalkan no berbayar,5,1,positive
aplikasi oke banget sukses linkedin,5,2,positive
perusahaan yg lamar hasilnya nihil,2,-1,negative
good job thank,5,9,positive
nonggol ya dpt panggilan kilk email,5,4,positive
coba,5,2,positive
aplikasi mulu,1,-2,negative
semoga kali nyoba,3,0,neutral
cant login this app,1,0,neutral
aplikasi bagus pecari kerja menjalin network orang,5,0,neutral
so good,5,5,positive
tolong,3,3,positive
bermanfaat sih sabar menunggu rezeki berusaha mencari pekerjaan satupun perusahaan merekrut app linkedin,5,16,positive
yuhu,5,0,neutral
excellent,5,0,neutral
rizal,4,0,neutral
a pioneer app to expand professional network and the biggest professional culture,5,0,neutral
pengobatan alat vital pria wanita bandar lampung,1,-8,negative
aplikasinya bagus professional saking profesionalnya ysampai gk mudah penjelasan pekerjaan pas melamar pernyataannya pake b inggris aduh susah pahami,1,13,positive
belief in the just world,5,0,neutral
ok all,5,4,positive
thn team market,5,1,positive
this verry good apps,5,5,positive
mantaplah,5,0,neutral
komenya ko pke leugewage english,3,0,neutral
ya,3,4,positive
tolong dikunci privasi akun menghubungkan aplikasi,5,-1,negative
special tax,5,4,positive
membantu mencari info kerja,5,0,neutral
tahap percobaan,3,0,neutral
bagus aplikasi coba,5,0,neutral
media sosial buruh wiraswasta terima kasih,4,8,positive
ga loker,3,0,neutral
cba dlu okey pa x,4,-5,negative
suka kadang error,4,1,positive
tolong linkedin cari pekerjaan yg lokasinya batam keluarnya singapura ya,5,7,positive
aplikasi,5,-4,negative
aplikasinya gmn sih login aja susah bgt suruh milih gambar gk ad habisnya,1,-4,negative
keep it up linkedin,5,0,neutral
macet melulu,5,-3,negative
weel play,5,0,neutral
halo arifin rais,5,4,positive
bagus utk menjalin relasi hubungan dunia kerja dunia nyata,5,13,positive
bermanfaat mencari pekerjaan,5,5,positive
aktif beraktifitas,5,2,positive
up date new informance,5,0,neutral
okkkk,4,0,neutral
q kasi no,5,-3,negative
good for search job,5,5,positive
aplikasinya bagus sanganf membantu info loker,5,3,positive
hapus,5,-3,negative
cool,5,2,positive
mantab,5,0,neutral
good share information for telecomunication,5,5,positive
sipppppp,5,0,neutral
susah masuk verivikasi kya tau pusing gue ngasin kouta ajh,1,-14,negative
program yg sesuai masak tinggal nunggu kode verifikasi dah berpuluh kali daftar gak kirim,1,4,positive
mantaap,5,0,neutral
terima kasih inpo yg bermanfaat,4,9,positive
koki,5,0,neutral
gembel,1,-5,negative
bintangnya dulubelum coba,3,2,positive
mantappp,5,0,neutral
mudah utk menghubungkan profesional,5,4,positive
bgs mudah mengerti,3,6,positive
good app,5,5,positive
bermangaat,5,0,neutral
edward z,1,0,neutral
membantu mencari kerja aplikasi yg keren,5,-1,negative
saldo dipotong link id persetujuanjngn instal,1,2,positive
qc ei inspector compex atex,5,0,neutral
mengatsi masalahh,5,0,neutral
sgt mmuaskan mnjlnkan pkrjaan skrg krna aplikasi mnmukan pkrjaan trmksih link,5,-4,negative
pertemanan luas informasi pekerjaan thank link,4,12,positive
aplikasi nya hapus nggak paham maaf ya link hehe,5,0,neutral
excellent application,5,0,neutral
terbantukan,5,0,neutral
bagus brand personal,5,2,positive
woworuntu,5,0,neutral
bagus banget aplikasinya,5,3,positive
tim hrd,5,-4,negative
membantu mencari teman,5,1,positive
experts,5,0,neutral
bergabung aja susah bgt,1,-6,negative
ķoòook mcinta han putoh kawen han jadeh bajei jih lon bloe dumpue lon watei meu cinta geu tanyoe tatem khianat keu lon hai dinda laen kamita katung keu lakoe pakon uroe jeh keu lon ta cinta sipeu noh jiwa gata keu lon nyoe mu pakon jinoe meu nyoe lon tabalah tuba tabri keu lon nyoe hanco hate lon agei ter timpa bite hana bak gata adoe tatem meu kawen laen dinda pilihan bapa tatung keu lakoe rugoe meu janji meu rumoh tangga,4,2,positive
l,4,0,neutral
verifikasi login,1,0,neutral
membantu pencaker,5,4,positive
ekselen aplikasi,5,-4,negative
tingkatkn,3,0,neutral
good aplication for link of job and public relations,5,5,positive
perepisional,5,0,neutral
terimakasih linkedin,5,5,positive
sayang suka,5,6,positive
bug ya kli,5,4,positive
uptodate,5,0,neutral
open new path,5,-3,negative
bintang,5,0,neutral
mantap,5,5,positive
asik,5,4,positive
semoga human manusia selamat world dunia akhirat aamiin insya allah protector waterman superman spiderman hyperion,5,16,positive
nice i like it,4,4,positive
susah kerja,1,-1,negative
bagus banget nih bro,4,3,positive
mencari wawasan,5,-3,negative
frepect and good,5,5,positive
sy bintang instal cobaa apknya terima kasih,3,4,positive
dimengerti,1,0,neutral
bermanfaat menunjang karier,5,2,positive
bagus infonya,4,2,positive
i hope gws,4,2,positive
bisnis ku,5,3,positive
terima kasih,1,4,positive
